date,ph,avspeedtot,avspeed15,motile,indiv
22.02.2011,7.6,29.87552635,43.20641168,0.62,11
22.02.2011,7.6,26.81663606,39.19972505,0.59,11
22.02.2011,7.6,25.95410431,36.68913653,0.6,11
22.02.2011,7.6,24.99080271,41.33003959,0.53,11
22.02.2011,7.6,27.1171931,40.55010395,0.58,11
22.02.2011,7.6,32.57290508,45.63014099,0.66,11
22.02.2011,7.6,28.21179083,41.80222173,0.59,11
22.02.2011,7.6,24.83357364,36.48770062,0.57,11
23.02.2011,7.6,20.34480936,37.988025,0.42,12
23.02.2011,7.6,21.82035822,38.22278285,0.44,12
23.02.2011,7.6,19.90451472,42.29146265,0.39,12
23.02.2011,7.6,13.69452975,34.97592377,0.26,12
23.02.2011,7.6,15.54670125,33.62627108,0.36,12
23.02.2011,7.6,19.422885,41.47151544,0.39,12
23.02.2011,7.6,16.73762444,38.10840295,0.3,12
23.02.2011,7.6,17.59928934,37.7066469,0.37,12
23.02.2011,7.6,20.89230551,41.85707864,0.42,12
23.02.2011,7.6,24.54788271,46.66695588,0.43,12
25.02.2011,7.6,17.03150721,42.03276343,0.32,13
25.02.2011,7.6,14.99849887,33.7123394,0.27,13
25.02.2011,7.6,23.48908545,42.75222246,0.47,13
25.02.2011,7.6,12.12847818,32.44115778,0.25,13
25.02.2011,7.6,19.11767094,38.2630689,0.39,13
25.02.2011,7.6,12.62749511,32.85891043,0.25,13
25.02.2011,7.6,13.01168119,32.74678884,0.27,13
25.02.2011,7.6,19.41772744,37.99197621,0.38,13
25.02.2011,7.6,15.52726536,32.57931455,0.29,13
25.02.2011,7.6,11.13571744,34.92796848,0.17,13
02.03.2011,7.6,32.03117191,38.04568,0.8,14
02.03.2011,7.6,21.72865731,36.8834601,0.49,14
02.03.2011,7.6,26.98584845,40.48969664,0.61,14
02.03.2011,7.6,29.19758757,40.21355197,0.67,14
02.03.2011,7.6,29.62488397,41.21228424,0.66,14
02.03.2011,7.6,20.39711074,35.63451,0.46,14
02.03.2011,7.6,20.17213714,39.33401125,0.45,14
02.03.2011,7.6,26.20504453,40.86887218,0.55,14
02.03.2011,7.6,27.19289793,41.12485473,0.59,14
02.03.2011,7.6,25.97385809,41.56902912,0.55,14
07.03.2011,7.6,15.8882668,33.27438655,0.34,15
07.03.2011,7.6,18.36745756,34.10263435,0.43,15
07.03.2011,7.6,16.81485507,29.45801655,0.41,15
07.03.2011,7.6,16.482357,33.20278158,0.37,15
07.03.2011,7.6,21.21329611,35.48364762,0.5,15
07.03.2011,7.6,19.12988712,34.15074971,0.45,15
07.03.2011,7.6,22.3084625,38.43142945,0.49,15
07.03.2011,7.6,20.18171754,35.65197068,0.46,15
07.03.2011,7.6,13.64715031,30.50238912,0.3,15
07.03.2011,7.6,31.11526724,42.39942644,0.67,15
08.03.2011,7.6,25.34820582,37.51271722,0.61,16
08.03.2011,7.6,24.15853235,37.51973195,0.56,16
08.03.2011,7.6,21.55506944,34.99315712,0.52,16
08.03.2011,7.6,26.46688721,37.3011189,0.62,16
08.03.2011,7.6,22.50206895,36.73592775,0.51,16
08.03.2011,7.6,25.64238136,39.12617432,0.57,16
08.03.2011,7.6,24.4692876,34.20193105,0.65,16
08.03.2011,7.6,24.82983662,37.94404695,0.57,16
08.03.2011,7.6,22.6925277,40.04599114,0.48,16
08.03.2011,7.6,24.6443786,40.27246682,0.53,16
09.03.2011,7.6,26.51435645,40.53475253,0.59,17
09.03.2011,7.6,28.24353161,43.2404349,0.59,17
09.03.2011,7.6,25.34460288,40.39607296,0.54,17
09.03.2011,7.6,21.66745195,38.16087799,0.48,17
09.03.2011,7.6,24.53531865,45.76649295,0.46,17
09.03.2011,7.6,28.40889846,43.37213125,0.61,17
09.03.2011,7.6,22.81080549,40.56780647,0.48,17
09.03.2011,7.6,25.80781436,41.4130816,0.56,17
09.03.2011,7.6,24.28614523,40.9474008,0.51,17
09.03.2011,7.6,20.73800513,37.35126899,0.46,17
15.03.2011,7.6,25.46045249,34.48060475,0.67,18
15.03.2011,7.6,25.5113749,32.53945824,0.7,18
15.03.2011,7.6,27.41865227,35.63426046,0.71,18
15.03.2011,7.6,28.53982512,38.4065916,0.69,18
15.03.2011,7.6,26.65619347,35.2344611,0.71,18
15.03.2011,7.6,24.20825908,33.72221508,0.65,18
15.03.2011,7.6,29.68580108,37.58534862,0.74,18
15.03.2011,7.6,25.18723229,31.66201472,0.73,18
15.03.2011,7.6,30.29898676,39.17269717,0.72,18
15.03.2011,7.6,28.83524507,39.20923162,0.68,18
16.03.2011,7.6,30.33635633,40.68948507,0.71,19
16.03.2011,7.6,24.66897254,45.02175208,0.47,19
16.03.2011,7.6,23.14432188,40.80074197,0.46,19
16.03.2011,7.6,20.58202768,39.71997659,0.4,19
16.03.2011,7.6,25.8487784,42.68199707,0.54,19
16.03.2011,7.6,32.66879807,51.43060894,0.57,19
16.03.2011,7.6,19.33733819,39.64831618,0.39,19
16.03.2011,7.6,19.2158699,38.52288191,0.38,19
16.03.2011,7.6,15.56989955,39.09918248,0.29,19
16.03.2011,7.6,16.9153815,41.13732,0.32,19
